"Date","Price","Open","High","Low","Vol.","Change %"
"08/20/2015","13,077.0","13,077.0","13,154.0","12,923.0","926.43K","-0.59%"
"08/19/2015","13,154.0","13,231.0","13,308.0","13,077.0","165.53K","0.00%"
"08/18/2015","13,154.0","13,154.0","13,231.0","13,000.0","694.89K","-0.58%"
"08/17/2015","13,231.0","13,231.0","13,385.0","13,077.0","604.93K","-1.15%"
"08/14/2015","13,385.0","13,462.0","13,615.0","13,077.0","1.09M","-1.69%"
"08/13/2015","13,615.0","14,154.0","14,154.0","13,615.0","1.03M","-4.33%"
"08/12/2015","14,231.0","14,385.0","14,538.0","14,231.0","469.30K","-2.11%"
"08/11/2015","14,538.0","14,538.0","14,538.0","14,231.0","1.44M","-0.53%"
"08/10/2015","14,615.0","14,231.0","14,615.0","14,231.0","511.10K","-0.52%"
"08/07/2015","14,692.0","14,846.0","14,846.0","14,538.0","339.98K","0.00%"
"08/06/2015","14,692.0","15,000.0","15,000.0","14,538.0","159.33K","-2.05%"
"08/05/2015","15,000.0","14,846.0","15,000.0","14,538.0","1.85M","2.63%"
"08/04/2015","14,615.0","14,846.0","14,846.0","14,538.0","576.68K","0.00%"
"08/03/2015","14,615.0","14,615.0","14,769.0","14,385.0","1.75M","0.00%"
"07/31/2015","14,615.0","14,077.0","14,692.0","14,077.0","2.40M","3.26%"
"07/30/2015","14,154.0","14,000.0","14,154.0","13,846.0","787.96K","0.55%"
"07/29/2015","14,077.0","14,231.0","14,308.0","14,077.0","730.56K","-1.61%"
"07/28/2015","14,308.0","14,385.0","14,538.0","14,308.0","396.86K","-2.10%"
"07/27/2015","14,615.0","14,231.0","14,615.0","14,231.0","640.74K","2.70%"
"07/24/2015","14,231.0","14,538.0","14,538.0","14,231.0","243.22K","-2.11%"
"07/23/2015","14,538.0","14,615.0","14,692.0","14,462.0","257.97K","-0.53%"
"07/22/2015","14,615.0","14,538.0","14,769.0","14,308.0","654.90K","0.53%"
"07/21/2015","14,538.0","14,385.0","14,538.0","14,231.0","405.34K","0.53%"
"07/20/2015","14,462.0","14,538.0","14,615.0","14,385.0","604.06K","-1.57%"
"07/17/2015","14,692.0","14,923.0","14,923.0","14,615.0","620.89K","-1.55%"
"07/16/2015","14,923.0","14,692.0","15,000.0","14,615.0","788.84K","1.57%"
"07/15/2015","14,692.0","14,692.0","15,000.0","14,692.0","257.17K","-2.05%"
"07/14/2015","15,000.0","14,615.0","15,154.0","14,615.0","1.61M","2.63%"
"07/13/2015","14,615.0","15,154.0","15,154.0","14,615.0","1.27M","-3.56%"
"07/10/2015","15,154.0","15,308.0","15,308.0","15,077.0","521.16K","-0.51%"
"07/09/2015","15,231.0","14,923.0","15,308.0","14,923.0","961.68K","-0.50%"
"07/08/2015","15,308.0","15,077.0","15,385.0","14,769.0","2.12M","2.05%"
"07/07/2015","15,000.0","14,538.0","15,000.0","14,385.0","2.26M","2.63%"
"07/06/2015","14,615.0","14,615.0","14,615.0","14,462.0","1.45M","0.53%"
"07/03/2015","14,538.0","14,615.0","14,615.0","14,462.0","1.10M","0.00%"
"07/02/2015","14,538.0","14,385.0","14,615.0","14,308.0","1.91M","1.06%"
"07/01/2015","14,385.0","14,538.0","14,538.0","14,231.0","563.33K","0.54%"
"06/30/2015","14,308.0","14,077.0","14,538.0","14,077.0","2.55M","0.00%"
"06/29/2015","14,308.0","13,846.0","14,385.0","13,846.0","2.05M","2.77%"
"06/26/2015","13,923.0","14,154.0","14,154.0","13,923.0","523.67K","-1.63%"
"06/25/2015","14,154.0","14,308.0","14,308.0","14,154.0","164.92K","0.00%"
"06/24/2015","14,154.0","14,385.0","14,385.0","14,154.0","2.35M","-1.61%"
"06/23/2015","14,385.0","14,538.0","14,538.0","14,385.0","1.07M","-1.05%"
"06/22/2015","14,538.0","14,615.0","14,692.0","14,462.0","5.50M","-0.53%"
"06/19/2015","14,615.0","14,231.0","14,615.0","14,154.0","31.71M","2.70%"
"06/18/2015","14,231.0","14,077.0","14,231.0","14,077.0","836.15K","0.00%"
"06/17/2015","14,231.0","14,231.0","14,231.0","14,077.0","725.43K","0.00%"
"06/16/2015","14,231.0","14,308.0","14,385.0","14,231.0","1.86M","0.00%"
"06/15/2015","14,231.0","14,231.0","14,385.0","14,154.0","2.60M","0.54%"
"06/12/2015","14,154.0","14,077.0","14,154.0","13,923.0","1.43M","1.10%"
"06/11/2015","14,000.0","14,000.0","14,154.0","13,846.0","1.21M","0.55%"
"06/10/2015","13,923.0","13,923.0","13,923.0","13,769.0","821.26K","0.00%"
"06/09/2015","13,923.0","14,077.0","14,231.0","13,769.0","1.72M","-1.63%"
"06/08/2015","14,154.0","14,615.0","14,615.0","14,154.0","2.61M","0.00%"
"06/05/2015","14,154.0","13,846.0","14,154.0","13,769.0","1.63M","2.22%"
"06/04/2015","13,846.0","13,846.0","14,077.0","13,846.0","673.28K","-0.55%"
"06/03/2015","13,923.0","13,846.0","14,000.0","13,769.0","969.88K","0.00%"
"06/02/2015","13,923.0","14,154.0","14,385.0","13,846.0","1.67M","-2.69%"
"06/01/2015","14,308.0","13,692.0","14,462.0","13,692.0","2.98M","2.77%"
"05/29/2015","13,923.0","14,308.0","14,462.0","13,846.0","3.72M","-2.69%"
"05/28/2015","14,308.0","13,923.0","14,538.0","13,846.0","3.65M","2.77%"
"05/27/2015","13,923.0","13,846.0","14,000.0","13,769.0","1.53M","-0.55%"
"05/26/2015","14,000.0","13,769.0","14,077.0","13,769.0","1.84M","1.68%"
"05/25/2015","13,769.0","13,462.0","13,769.0","13,462.0","735.89K","1.13%"
"05/22/2015","13,615.0","13,077.0","13,615.0","13,077.0","2.09M","4.11%"
"05/21/2015","13,077.0","12,923.0","13,154.0","12,846.0","817.70K","1.19%"
"05/20/2015","12,923.0","12,692.0","12,923.0","12,615.0","553.48K","2.44%"
"05/19/2015","12,615.0","12,692.0","12,846.0","12,615.0","599.89K","0.00%"
"05/18/2015","12,615.0","12,615.0","12,615.0","12,077.0","1.19M","0.00%"
"05/15/2015","12,615.0","12,692.0","12,846.0","12,615.0","587.63K","-1.80%"
"05/14/2015","12,846.0","12,923.0","12,923.0","12,692.0","638.61K","-0.60%"
"05/13/2015","12,923.0","13,077.0","13,154.0","12,923.0","510.22K","-1.18%"
"05/12/2015","13,077.0","13,154.0","13,231.0","13,000.0","673.93K","-0.59%"
"05/11/2015","13,154.0","13,154.0","13,385.0","13,154.0","558.62K","0.00%"
"05/08/2015","13,154.0","13,154.0","13,385.0","13,154.0","658.80K","0.00%"
"05/07/2015","13,154.0","13,077.0","13,308.0","13,077.0","310.23K","0.00%"
"05/06/2015","13,154.0","13,538.0","13,538.0","13,077.0","461.72K","-2.29%"
"05/05/2015","13,462.0","13,154.0","13,462.0","13,077.0","977.83K","2.34%"
"05/04/2015","13,154.0","13,769.0","13,769.0","13,154.0","1.20M","-4.47%"
"04/27/2015","13,769.0","13,769.0","13,769.0","13,615.0","658.91K","1.71%"
"04/24/2015","13,538.0","13,077.0","13,615.0","13,077.0","1.47M","3.53%"
"04/23/2015","13,077.0","13,385.0","13,385.0","13,077.0","1.46M","-2.30%"
"04/22/2015","13,385.0","13,692.0","13,692.0","13,385.0","1.24M","-2.24%"
"04/21/2015","13,692.0","13,615.0","13,846.0","13,615.0","1.29M","-0.56%"
"04/20/2015","13,769.0","13,923.0","14,000.0","13,769.0","1.01M","-1.65%"
"04/17/2015","14,000.0","14,154.0","14,231.0","13,923.0","1.90M","-1.09%"
"04/16/2015","14,154.0","14,077.0","14,231.0","14,000.0","1.80M","0.55%"
"04/15/2015","14,077.0","14,231.0","14,231.0","14,077.0","1.58M","-1.08%"
"04/14/2015","14,231.0","14,385.0","14,462.0","14,154.0","768.08K","0.00%"
"04/13/2015","14,231.0","14,385.0","14,538.0","14,231.0","664.94K","-1.07%"
"04/10/2015","14,385.0","14,385.0","14,538.0","14,231.0","1.41M","0.54%"
"04/09/2015","14,308.0","14,231.0","14,462.0","14,231.0","748.12K","0.54%"
"04/08/2015","14,231.0","14,308.0","14,462.0","14,231.0","1.41M","0.00%"
"04/07/2015","14,231.0","14,308.0","14,385.0","14,077.0","1.36M","-0.54%"
"04/06/2015","14,308.0","14,615.0","14,615.0","14,308.0","655.49K","-1.06%"
"04/03/2015","14,462.0","14,462.0","14,462.0","14,231.0","1.02M","0.54%"
"04/02/2015","14,385.0","14,385.0","14,538.0","14,154.0","879.84K","0.00%"
"04/01/2015","14,385.0","14,385.0","14,385.0","14,154.0","2.22M","0.00%"
"03/31/2015","14,385.0","14,385.0","14,538.0","14,385.0","1.07M","0.00%"
"03/30/2015","14,385.0","14,462.0","14,615.0","14,385.0","1.53M","-2.09%"
"03/27/2015","14,692.0","14,692.0","14,769.0","14,231.0","2.67M","0.00%"
"03/26/2015","14,692.0","14,692.0","14,846.0","14,615.0","1.73M","0.00%"
"03/25/2015","14,692.0","14,615.0","14,846.0","14,538.0","2.32M","0.53%"
"03/24/2015","14,615.0","14,692.0","14,692.0","14,462.0","1.73M","-1.04%"
"03/23/2015","14,769.0","14,923.0","15,077.0","14,615.0","2.47M","0.00%"
"03/20/2015","14,769.0","14,615.0","15,000.0","14,615.0","5.31M","1.05%"
"03/19/2015","14,615.0","14,769.0","14,769.0","14,462.0","5.03M","-1.04%"
"03/18/2015","14,769.0","14,923.0","14,923.0","14,769.0","949.34K","-1.03%"
"03/17/2015","14,923.0","14,769.0","15,000.0","14,769.0","931.10K","0.00%"
"03/16/2015","14,923.0","15,231.0","15,231.0","14,769.0","2.07M","-3.00%"
"03/13/2015","15,385.0","15,692.0","15,769.0","15,385.0","2.52M","-1.96%"
"03/12/2015","15,692.0","15,692.0","15,692.0","15,462.0","1.99M","0.00%"
"03/11/2015","15,692.0","15,615.0","15,923.0","15,462.0","5.00M","3.03%"
"03/10/2015","15,231.0","15,462.0","15,462.0","15,231.0","1.22M","-1.00%"
"03/09/2015","15,385.0","15,231.0","15,692.0","15,154.0","3.73M","2.04%"
"03/06/2015","15,077.0","14,846.0","15,308.0","14,846.0","3.07M","1.56%"
"03/05/2015","14,846.0","15,000.0","15,000.0","14,769.0","1.18M","-1.03%"
"03/04/2015","15,000.0","14,923.0","15,000.0","14,923.0","1.34M","0.52%"
"03/03/2015","14,923.0","15,000.0","15,077.0","14,923.0","1.66M","0.00%"
"03/02/2015","14,923.0","15,000.0","15,000.0","14,769.0","1.97M","0.00%"
"02/27/2015","14,923.0","15,154.0","15,231.0","14,923.0","1.74M","-1.02%"
"02/26/2015","15,077.0","14,846.0","15,154.0","14,846.0","1.05M","1.56%"
"02/25/2015","14,846.0","14,769.0","15,385.0","14,769.0","2.38M","0.52%"
"02/24/2015","14,769.0","14,692.0","14,769.0","14,615.0","675.69K","0.52%"
"02/13/2015","14,692.0","14,462.0","14,846.0","14,462.0","2.12M","1.59%"
"02/12/2015","14,462.0","14,308.0","14,615.0","14,231.0","1.44M","1.08%"
"02/11/2015","14,308.0","13,846.0","14,308.0","13,846.0","1.09M","3.34%"
"02/10/2015","13,846.0","13,846.0","14,000.0","13,846.0","502.88K","0.56%"
"02/09/2015","13,769.0","13,692.0","14,077.0","13,692.0","786.77K","-0.56%"
"02/06/2015","13,846.0","13,538.0","13,846.0","13,538.0","156.44K","0.56%"
